ADAPTER_DIAMETER,ADAPTER_LENGTH,CAN_DIAMETER,CAN_LENGTH,CORPUS,COST,ESC_BEC_Class,INTERNAL_RESISTANCE,IO_IDLE_CURRENT_10V,KM,KT,KV,LENGTH,MAX_CURRENT,MAX_POWER,MODEL,MODEL_NAME,Max_Cells,Min_Cells,PROP_PITCH_REC,PROP_SIZE_REC,Poles,SHAFT_DIAMETER,TOTAL_LENGTH,WEIGHT
10,20,108.6,18,Both,842.95,1,23,1,0.59937685031677,0.0909,105,65.2,142,7355,kde_direct_KDE10218XF_105,kde_direct_KDE10218XF_105,14,6,"10,30","22,38",,10,74.7,1.18
10,20,150.2,18,Both,1325.95,1,13,3.1,1.08755194394072,0.124,105,65.2,150,9135,kde_direct_KDE13218XF_105,kde_direct_KDE13218XF_105,14,6,"10,30","22,40",,10,74.7,2.12
"6,8",20,48.2,15,Both,153.95,1,52,0.7,0.0898984469789705,0.0205,468,36,62,1375,kde_direct_KDE4215XF_465,kde_direct_KDE4215XF_465,6,4,"4,18","16,22",,4,48.2,0.25
"6,8",20,60,15,Both,205.95,1,78,0.5,0.155396927666557,0.0434,220,41,44,1955,kde_direct_KDE5215XF_220,kde_direct_KDE5215XF_220,12,6,"4,20","18,26",,4,53.3,0.361
"6,8",20,60,15,Both,201.95,1,44,0.7,0.137775344145988,0.0289,330,41,62,1835,kde_direct_KDE5215XF_330,kde_direct_KDE5215XF_330,8,4,"4,20","16,24",,4,53.3,0.36
"6,8",20,60,15,Both,201.95,1,31,1.4,0.124951603534354,0.022,435,41,72,1595,kde_direct_KDE5215XF_435,kde_direct_KDE5215XF_435,8,4,"4,20","16,24",,4,53.3,0.36
5,0,46,40,Both,207.95,1,7,3.4,0.103984889012092,0.0087,1100,56,112,3335,kde_direct_KDE600XF_1100_G3,kde_direct_KDE600XF_1100_G3,8,4,nan,nan,,6,96.5,0.375
6,0,46,46,Both,229.95,1,17,1.2,0.138053697992527,0.018,530,62,88,3905,kde_direct_KDE600XF_530_G3,kde_direct_KDE600XF_530_G3,12,6,nan,nan,,6,102.5,0.425
"6,10",20,70,13,Both,264.95,1,72,0.6,0.192301846064982,0.0516,185,39,50,2755,kde_direct_KDE6213XF_185,kde_direct_KDE6213XF_185,12,6,"6,24","18,28",,4,53.3,0.415
"6,10",20,77.2,15,Both,350.95,1,48,1.9,0.21452466835619,0.047,205,44.5,57,3000,kde_direct_KDE6815XF_205,kde_direct_KDE6815XF_205,12,6,"6,26","18,28",,4,56.8,0.63
6,0,56,52.8,Both,330.95,1,18,1.1,0.241495341569977,0.0324,295,74.7,139,7195,kde_direct_KDE700XF_295_G3,kde_direct_KDE700XF_295_G3,16,10,nan,nan,,8,125.7,0.695
8,5,56,52.8,Both,330.95,1,10,2.2,0.21,0.021,455,74.7,135,6995,kde_direct_KDE700XF_455_G3,kde_direct_KDE700XF_455_G3,16,10,nan,nan,,6,125.7,0.7
6,0,56,41.8,Both,296.95,1,9,2.4,0.187628474503324,0.0178,535,63.7,126,5595,kde_direct_KDE700XF_535_G3,kde_direct_KDE700XF_535_G3,14,8,nan,nan,,6,114.7,0.56
"8,10",20,79.5,8,Both,360.95,1,113,0.4,0.210319815468636,0.0707,135,42.5,58,2145,kde_direct_KDE7208XF_135,kde_direct_KDE7208XF_135,12,6,"8,28","20,32",,10,56.8,0.445
10,20,79.5,15,Both,383.95,1,74,0.5,0.259898368910161,0.0707,135,49.5,85,4405,kde_direct_KDE7215XF_135,kde_direct_KDE7215XF_135,14,6,"10,30","20,32",,10,66.3,0.64
10,20,88.5,18,Both,615.95,1,42,0.8,0.388408229033516,0.0796,120,62,110,5695,kde_direct_KDE8218XF_120,kde_direct_KDE8218XF_120,14,6,"10,30","22,34",,10,71.5,0.845
10,14.5,107,5,Both,249.9,2,168,0.9,0.258865534289167,0.106103295394597,90,23,32,1500,t_motor_AntigravityMN1005V2KV90,t_motor_AntigravityMN1005V2KV90,16,12,"6,16","28,34",,4,26,0.282
6,26,35,6,Both,59.9,2,275,0.2,0.0280150678396862,0.014691225516175,650,18.4,12.3,275,t_motor_AntigravityMN2806KV401,t_motor_AntigravityMN2806KV401,6,4,"2,8","10,14",,4,26,0.046
6,26,35,6,Both,59.9,2,645,0.2,0.0297256618702602,0.0238732414637843,400,18.4,9.4,216,t_motor_AntigravityMN2806KV650,t_motor_AntigravityMN2806KV650,6,4,"2,8","10,14",,4,26,0.046
6,26,44.35,4,Both,72.95,2,452,0.2,0.0473457401159953,0.0318309886183791,300,19,9,216,t_motor_AntigravityMN4004KV300,t_motor_AntigravityMN4004KV300,6,4,"3,8","12,18",,4,27.5,0.053
6,26,44.35,4,Both,72.95,2,359,0.2,0.0398441133025884,0.0238732414637843,400,19,12,300,t_motor_AntigravityMN4004KV400,t_motor_AntigravityMN4004KV400,6,4,"3,8","12,18",,4,27.5,0.053
6,26,44.35,6,Both,74.95,2,194,0.3,0.0570541080745565,0.0251297278566151,380,21,16,380,t_motor_AntigravityMN4006KV380,t_motor_AntigravityMN4006KV380,6,4,"3,8","12,18",,4,29.5,0.068
6,26,55.6,6,Both,84.99,2,125,0.6,0.0900316316157106,0.0318309886183791,300,25,20,500,t_motor_AntigravityMN5006KV300,t_motor_AntigravityMN5006KV300,6,4,"4,12","16,20",,4,30,0.108
6,26,55.6,6,Both,84.99,2,60,0.9,0.0866329779148529,0.0212206590789194,450,25,26,650,t_motor_AntigravityMN5006KV450,t_motor_AntigravityMN5006KV450,6,4,"4,12","14,18",,4,30,0.106
6,26,55.6,8,Both,89.99,2,270,0.4,0.108103704984665,0.0561723328559631,170,27,15,720,t_motor_AntigravityMN5008KV170,t_motor_AntigravityMN5008KV170,12,6,"4,12","16,20",,4,32,0.128
6,26,55.6,8,Both,89.99,2,55,0.9,0.119759816042571,0.0280861664279815,340,27,35,760,t_motor_AntigravityMN5008KV340,t_motor_AntigravityMN5008KV340,12,6,"4,10","16,20",,4,32,0.135
6,26,55.6,8,Both,89.99,2,50,1.1,0.106764381512577,0.0238732414637843,400,27,35,800,t_motor_AntigravityMN5008KV400,t_motor_AntigravityMN5008KV400,12,6,"4,10","14,18",,4,32,0.132
6,26,67.2,7,Both,129.99,2,178,0.5,0.141462522579402,0.0596831036594608,160,21.1,23.7,1120,t_motor_AntigravityMN6007IIKV160,t_motor_AntigravityMN6007IIKV160,12,6,"4,12","18,24",,4,26.1,0.159
6,26,67.2,7,Both,129.99,2,47.5,1,0.13692243025708,0.0298415518297304,320,21.1,44.2,1040,t_motor_AntigravityMN6007IIKV320,t_motor_AntigravityMN6007IIKV320,12,6,"4,10","18,24",,4,26.1,0.161
6,26,67,7,Both,119.99,2,227,0.5,0.125267517480778,0.0596831036594608,160,25.1,18,864,t_motor_AntigravityMN6007KV160,t_motor_AntigravityMN6007KV160,12,6,"4,12","18,24",,4,30.1,0.18
6,26,67,7,Both,119.99,2,50,1.4,0.133455476890721,0.0298415518297304,320,25.1,39,936,t_motor_AntigravityMN6007KV320,t_motor_AntigravityMN6007KV320,12,6,"4,10","18,24",,4,30.1,0.18
10,14.5,79,5,Both,219.99,2,288,0.4,0.154730987699386,0.0830373616131628,115,21.8,15,750,t_motor_AntigravityMN7005KV115,t_motor_AntigravityMN7005KV115,12,6,"4,14","20,28",,4,37.8,0.188
10,14.5,79,5,Both,219.99,2,71,0.9,0.155816832513791,0.0415186808065814,230,21.8,28,700,t_motor_AntigravityMN7005KV230,t_motor_AntigravityMN7005KV230,12,6,"4,12","20,26",,4,37.8,0.188
10,14.5,87.8,12,Both,269.9,2,85,1,0.327538170704359,0.0954929658551372,100,29,40,1873,t_motor_AntigravityMN8012KV100,t_motor_AntigravityMN8012KV100,16,12,"6,16","26,32",,4,32,0.351
10,14.5,87.8,14,Both,279.9,2,65,1.4,0.374554227927842,0.0954929658551372,100,31.5,52,2423,t_motor_AntigravityMN8014KV100,t_motor_AntigravityMN8014KV100,16,12,"6,16","26,32",,4,34.5,0.392
10,14.5,87.8,17,Both,289.9,2,45,1.8,0.375131798398794,0.0795774715459477,120,34.5,68.6,3180,t_motor_AntigravityMN8017KV120,t_motor_AntigravityMN8017KV120,16,12,"6,16","26,32",,4,37.5,0.453
6,0,69,15,Both,107.9,2,80,1,0.198599187387597,0.0561723328559631,170,33.5,38,1800,t_motor_P60KV170,t_motor_P60KV170,14,6,"4,20","16,24",,6,40.8,0.375
6,0,69,15,Both,107.9,2,35,2,0.150126874402028,0.0280861664279815,340,33.5,65,1550,t_motor_P60KV340,t_motor_P60KV340,8,6,"4,20","16,24",,6,40.8,0.375
10,0,91.6,18,Both,199.9,2,48,1.6,0.43586376234941,0.0954929658551372,100,40,60,2700,t_motor_P80IIIKV100,t_motor_P80IIIKV100,14,6,"8,30","18,34",,10,53.5,0.649
10,0,91.6,18,Both,199.9,2,38,2,0.408223815599073,0.0795774715459477,120,40,70,3600,t_motor_P80IIIKV120,t_motor_P80IIIKV120,14,6,"8,30","18,34",,10,53.5,0.649
7,14.5,98.6,10,Both,339.99,2,101,1,0.300476626787588,0.0954929658551372,100,30.1,32.4,1600,t_motor_U10IIKV100,t_motor_U10IIKV100,14,8,"6,20","24,32",,10,33.1,0.415
7,14.5,79.5,18,Both,349.9,2,80,1.5,0.281348848799096,0.0795774715459477,120,51.6,57.3,2783,t_motor_U11IIKV120,t_motor_U11IIKV120,12,6,"6,16","24,30",,10,54,0.772
7,14.5,106.8,18,Both,369.9,2,22,1.5,0.536511203714505,0.0795774715459477,120,40,95,4560,t_motor_U12IIKV120,t_motor_U12IIKV120,14,10,"6,20","24,32",,10,47.6,0.778
7,14.5,106.8,18,Both,369.9,2,75,1.7,0.581151683132547,0.159154943091895,60,40,41,4000,t_motor_U12IIKV60,t_motor_U12IIKV60,25,22,"6,20","24,34",,10,47.6,0.803
7,14.5,100,20,Both,379.9,2,18,1.5,0.547509648782444,0.0734561275808748,130,57,118,5659,t_motor_U13IIKV130,t_motor_U13IIKV130,14,10,"8,30","26,34",,10,60,0.99
7,14.5,100,20,Both,379.9,2,73,1.7,0.543746651278758,0.14691225516175,65,57,68,6720,t_motor_U13IIKV65,t_motor_U13IIKV65,25,22,"8,30","26,34",,10,60,0.975
12,0,147.5,18,Both,689.9,2,12,4.5,0.871727524698821,0.0954929658551372,100,55,150,9942,t_motor_U15IIKV100,t_motor_U15IIKV100,24,12,"8,30","26,42",,12,83,1.74
12,0,147.5,18,Both,689.9,2,17,3.8,0.915497018651095,0.119366207318922,80,55,143,8580,t_motor_U15IIKV80,t_motor_U15IIKV80,24,12,"8,30","26,42",,12,83,1.74
6,26,41.8,15,Both,109.9,2,50,0.5,0.0610082180071866,0.0136418522650196,700,33.3,25,500,t_motor_U3KV700,t_motor_U3KV700,4,3,"3,6","10,14",,4,38.8,0.128
6,27.5,425,18,Both,125.9,2,116,0.3,0.0700942504644547,0.0238732414637843,400,37.5,30,850,t_motor_U5KV400,t_motor_U5KV400,8,3,"3,8","12,18",,4,47.05,0.195
6,27.5,60.7,15,Both,149.9,2,71,0.5,0.127992398136328,0.034104630662549,280,39.5,35,800,t_motor_U7_V2.0KV280,t_motor_U7_V2.0KV280,8,3,"4,12","16,24",,4,45,0.317
6,27.5,60.7,15,Both,149.9,2,33,0.9,0.125159875274946,0.0227364204416993,420,39.5,40,1180,t_motor_U7_V2.0KV420,t_motor_U7_V2.0KV420,8,3,"3,10","12,20",,4,45,0.296
6,27.5,60.7,15,Both,149.9,2,21,1.1,0.134482463053236,0.0194883603785994,490,39.5,44,1300,t_motor_U7_V2.0KV490,t_motor_U7_V2.0KV490,8,3,"3,10","12,20",,4,45,0.299
7,14.5,87.1,10,Both,309.99,2,170,0.7,0.231604461602489,0.0954929658551372,100,26.1,29.3,1406,t_motor_U8IIKV100,t_motor_U8IIKV100,12,6,"6,20","24,32",,10,29.1,0.272
7,14.5,87.1,10,Both,309.99,2,85,1,0.218358780469572,0.0636619772367581,150,26.1,29.7,1272,t_motor_U8IIKV150,t_motor_U8IIKV150,12,6,"6,20","24,32",,10,29.1,0.273
7,14.5,87.1,10,Both,309.99,2,48,1.3,0.2294019801839,0.0502594557132301,190,26.1,43.7,1048.8,t_motor_U8IIKV190,t_motor_U8IIKV190,12,6,"6,20","24,32",,10,29.1,0.277
7,14.5,87.1,10,Both,309.99,2,225,0.5,0.236843351079939,0.112344665711926,85,26.1,19.1,916.8,t_motor_U8IIKV85,t_motor_U8IIKV85,12,6,"6,20","24,32",,10,29.1,0.277
7,14.5,87.1,10,Both,299.99,2,170,0.7,0.231604461602489,0.0954929658551372,100,23.95,29.3,1406,t_motor_U8LiteKV100,t_motor_U8LiteKV100,12,6,"4,20","22,30",,10,26.95,0.238
7,14.5,87.1,10,Both,299.99,2,85,1,0.218358780469572,0.0636619772367581,150,23.95,29.7,1272,t_motor_U8LiteKV150,t_motor_U8LiteKV150,12,6,"4,20","22,30",,10,26.95,0.239
7,14.5,87.1,10,Both,299.99,2,48,1.3,0.2294019801839,0.0502594557132301,190,23.95,43.7,1048.8,t_motor_U8LiteKV190,t_motor_U8LiteKV190,12,6,"4,20","22,30",,10,26.95,0.243
7,14.5,87.1,10,Both,299.99,2,225,0.5,0.236843351079939,0.112344665711926,85,23.95,19.1,916.8,t_motor_U8LiteKV85,t_motor_U8LiteKV85,12,6,"4,20","24,30",,10,26.95,0.243
7,14.5,87.1,10,Both,329.9,2,105,0.9,0.267906991441151,0.0868117871410338,110,25.05,45.8,2140,t_motor_U8LiteLKV110,t_motor_U8LiteLKV110,12,6,"6,20","24,32",,10,28.05,0.282
7,14.5,87.1,10,Both,329.9,2,146,0.7,0.26307001456668,0.10051891142646,95,25.05,38,1790,t_motor_U8LiteLKV95,t_motor_U8LiteLKV95,12,6,"6,20","24,32",,10,28.05,0.28
5,9,28.3,6,UAV,28.95,1,44,1.2,0.0176390579010435,0.0037,2550,18,34,629,kde_direct_KDE2306XF_2550,kde_direct_KDE2306XF_2550,5,2,"3,5","5,8",,4,21.5,0.042
6,12,28.3,15,UAV,60.95,1,127,0.5,0.0303055307963809,0.0108,885,28.5,24,532,kde_direct_KDE2315XF_885,kde_direct_KDE2315XF_885,6,3,"3,5","9,12",,4,35.25,0.075
6,12,28.3,15,UAV,60.95,1,102,0.5,0.0309981024087149,0.0099,965,28.5,26,384,kde_direct_KDE2315XF_965,kde_direct_KDE2315XF_965,4,3,"3,5","9,12",,4,35.25,0.075
6,15,35.5,14,UAV,71.95,1,130,0.3,0.0513097681508337,0.0185,515,31.7,24,532,kde_direct_KDE2814XF_515,kde_direct_KDE2814XF_515,6,4,"3,6","12,16",,4,41.45,0.125
6,15,35.5,14,UAV,71.95,1,69,0.5,0.0468252997390532,0.0123,775,31.7,36,666,kde_direct_KDE2814XF_775,kde_direct_KDE2814XF_775,5,3,"3,6","12,16",,4,41.45,0.125
"6,8","17,17",42.2,10,UAV,92.95,1,105,0.2,0.062029946684761,0.0201,475,35,30,666,kde_direct_KDE3510XF_475,kde_direct_KDE3510XF_475,6,4,"4,6","12,16",,4,44.75,0.175
"6,8","17,17",42.2,10,UAV,92.95,1,54,0.5,0.0576644187101993,0.0134,715,35,45,832,kde_direct_KDE3510XF_715,kde_direct_KDE3510XF_715,5,3,"4,6","12,16",,4,44.75,0.175
"6,8","17,17",42.2,20,UAV,112.95,1,78,0.3,0.0855757274477122,0.0239,400,45,45,1332,kde_direct_KDE3520XF_400,kde_direct_KDE3520XF_400,8,4,"4,8","16,20",,4,54.25,0.245
"6,8","20,20",46.5,12,UAV,114.95,1,80,0.5,0.0844992603517924,0.0239,400,30,32,947,kde_direct_KDE4012XF_400,kde_direct_KDE4012XF_400,8,4,"4,8","16,20",,4,39.75,0.2
