chord,span,max_load,angle,speed,lift2x,drag2x,lift,drag,flight_load,available_volume,weight,profile
500.0,1000.0,1000.0,0.0,50.0,15.62,9.98,7.81,4.99,9.268021,3750000.0,0.8406322,NACA 0006
500.0,1000.0,1000.0,0.863,50.0,150.37,12.35,75.185,6.175,75.438156,3750000.0,0.8406322,NACA 0006
500.0,1000.0,1000.0,1.725,50.0,285.12,18.56,142.56,9.28,142.86172,3750000.0,0.8406322,NACA 0006
500.0,1000.0,1000.0,2.588,50.0,419.87,28.63,209.935,14.315,210.42249,3750000.0,0.8406322,NACA 0006
500.0,2000.0,1000.0,1.725,50.0,570.24,28.68,285.12,14.34,285.48038,7500000.0,1.8938034,NACA 0006
500.0,3000.0,1000.0,1.725,50.0,855.36,38.8,427.68,19.4,428.11978,11250000.0,3.0455663,NACA 0006
500.0,3000.0,1000.0,2.588,50.0,1259.61,49.24,629.805,24.62,630.286,11250000.0,3.0455663,NACA 0006
500.0,4000.0,1000.0,1.725,50.0,1140.48,48.91,570.24,24.455,570.76416,15000000.0,4.266422,NACA 0006
500.0,4000.0,1000.0,2.588,50.0,1679.48,59.54,839.74,29.77,840.2675,15000000.0,4.266422,NACA 0006
500.0,4000.0,2000.0,3.451,50.0,2218.48,74.24,1109.24,37.12,1109.861,15000000.0,6.6736526,NACA 0006
500.0,5000.0,1000.0,1.725,50.0,1425.59,59.03,712.795,29.515,713.4058,18750000.0,5.5413694,NACA 0006
500.0,5000.0,2000.0,2.588,50.0,2099.34,69.85,1049.67,34.925,1050.2509,18750000.0,8.667961,NACA 0006
500.0,5000.0,2000.0,3.451,50.0,2773.09,84.81,1386.545,42.405,1387.1932,18750000.0,8.667961,NACA 0006
500.0,5000.0,2000.0,4.314,50.0,3446.84,103.9,1723.42,51.95,1724.2028,18750000.0,8.667961,NACA 0006
500.0,6000.0,2000.0,2.588,50.0,2519.21,80.15,1259.605,40.075,1260.2423,22500000.0,10.732398,NACA 0006
500.0,6000.0,2000.0,3.451,50.0,3327.71,95.37,1663.855,47.685,1664.5382,22500000.0,10.732398,NACA 0006
500.0,6000.0,3000.0,4.314,50.0,4136.21,114.8,2068.105,57.4,2068.9014,22500000.0,13.942956,NACA 0006
500.0,7000.0,2000.0,2.588,50.0,2939.08,90.46,1469.54,45.23,1470.2358,26250000.0,12.85704,NACA 0006
500.0,7000.0,2000.0,3.451,50.0,3882.33,105.94,1941.165,52.97,1941.8876,26250000.0,12.85704,NACA 0006
500.0,7000.0,3000.0,4.314,50.0,4825.58,125.7,2412.79,62.85,2413.6084,26250000.0,16.703178,NACA 0006
500.0,8000.0,2000.0,2.588,50.0,3358.95,100.76,1679.475,50.38,1680.2305,30000000.0,15.034621,NACA 0006
500.0,8000.0,3000.0,3.451,50.0,4436.95,116.51,2218.475,58.255,2219.2397,30000000.0,19.532173,NACA 0006
500.0,8000.0,3000.0,4.314,50.0,5514.95,136.61,2757.475,68.305,2758.3208,30000000.0,19.532173,NACA 0006
500.0,9000.0,3000.0,3.451,50.0,4991.57,127.07,2495.785,63.535,2496.5935,33750000.0,22.422707,NACA 0006
500.0,9000.0,4000.0,4.314,50.0,6204.32,147.51,3102.16,73.755,3103.0366,33750000.0,26.997885,NACA 0006
500.0,9000.0,4000.0,5.176,50.0,7417.07,172.37,3708.535,86.185,3709.5364,33750000.0,26.997885,NACA 0006
500.0,9000.0,5000.0,6.039,50.0,8629.82,201.66,4314.91,100.83,4316.088,33750000.0,31.180302,NACA 0006
500.0,9000.0,5000.0,6.902,50.0,9842.57,235.37,4921.285,117.685,4922.692,33750000.0,31.180302,NACA 0006
500.0,9000.0,6000.0,7.765,50.0,11055.32,273.51,5527.66,136.755,5529.3516,33750000.0,35.074207,NACA 0006
500.0,10000.0,3000.0,3.451,50.0,5546.19,137.64,2773.095,68.82,2773.9487,37500000.0,25.369034,NACA 0006
500.0,10000.0,4000.0,4.314,50.0,6893.69,158.41,3446.845,79.205,3447.755,37500000.0,30.545387,NACA 0006
500.0,10000.0,5000.0,5.176,50.0,8241.19,183.68,4120.595,91.84,4121.618,37500000.0,35.27737,NACA 0006
500.0,10000.0,5000.0,6.039,50.0,9588.69,213.44,4794.345,106.72,4795.5327,37500000.0,35.27737,NACA 0006
500.0,10000.0,6000.0,6.902,50.0,10936.19,247.71,5468.095,123.855,5469.4976,37500000.0,39.68293,NACA 0006
500.0,10000.0,7000.0,7.765,50.0,12283.69,286.47,6141.845,143.235,6143.515,37500000.0,43.834347,NACA 0006
500.0,1000.0,1000.0,1.257,50.0,194.47,15.34,97.235,7.67,97.53704,5625000.0,0.7272051,NACA 0009
500.0,2000.0,1000.0,1.257,50.0,388.94,26.74,194.47,13.37,194.92906,11250000.0,1.6382712,NACA 0009
500.0,10000.0,5000.0,6.287,50.0,9723.44,230.45,4861.72,115.225,4863.0854,56250000.0,30.51737,NACA 0009
500.0,10000.0,6000.0,7.545,50.0,11668.13,281.99,5834.065,140.995,5835.7686,56250000.0,34.328484,NACA 0009
500.0,10000.0,7000.0,8.802,50.0,13612.81,342.9,6806.405,171.45,6808.564,56250000.0,37.919746,NACA 0009
500.0,10000.0,8000.0,10.059,50.0,15557.5,413.18,7778.75,206.59,7781.4927,56250000.0,41.332943,NACA 0009
500.0,10000.0,9000.0,11.317,50.0,17502.19,492.83,8751.095,246.415,8754.563,56250000.0,44.59773,NACA 0009
500.0,10000.0,10000.0,12.574,50.0,19446.88,581.86,9723.44,290.93,9727.791,56250000.0,47.736095,NACA 0009
500.0,1000.0,1000.0,1.515,50.0,234.28,18.52,117.14,9.26,117.50543,7500000.0,0.6561359,NACA 0012
500.0,10000.0,9000.0,10.604,50.0,16399.69,460.31,8199.845,230.155,8203.074,75000000.0,40.239227,NACA 0012
500.0,10000.0,10000.0,12.119,50.0,18742.5,562.31,9371.25,281.155,9375.467,75000000.0,43.070885,NACA 0012
500.0,10000.0,7000.0,6.214,50.0,12638.94,332.66,6319.47,166.33,6321.6587,75000000.0,34.213882,NACA 2212
500.0,10000.0,9000.0,9.32,50.0,17538.94,515.87,8769.47,257.935,8773.263,75000000.0,40.239227,NACA 2212
500.0,10000.0,10000.0,10.874,50.0,19988.94,629.78,9994.47,314.89,9999.43,75000000.0,43.070885,NACA 2212
500.0,1000.0,1000.0,0.0,50.0,286.65,20.19,143.325,10.095,143.68008,3750000.0,0.8406322,NACA 2306
500.0,2000.0,1000.0,0.0,50.0,573.3,31.84,286.65,15.92,287.09174,7500000.0,1.8938034,NACA 2306
500.0,2000.0,1000.0,1.0,50.0,891.8,44.43,445.9,22.215,446.45303,7500000.0,1.8938034,NACA 2306
500.0,3000.0,1000.0,0.0,50.0,859.95,43.49,429.975,21.745,430.5245,11250000.0,3.0455663,NACA 2306
500.0,3000.0,1000.0,1.0,50.0,1337.7,56.31,668.85,28.155,669.4423,11250000.0,3.0455663,NACA 2306
500.0,4000.0,1000.0,1.0,50.0,1783.6,68.19,891.8,34.095,892.45154,15000000.0,4.266422,NACA 2306
500.0,5000.0,2000.0,1.0,50.0,2229.5,80.07,1114.75,40.035,1115.4686,18750000.0,8.667961,NACA 2306
500.0,10000.0,7000.0,6.0,50.0,12421.5,306.0,6210.75,153.0,6212.6343,37500000.0,43.834347,NACA 2306
500.0,10000.0,8000.0,7.0,50.0,14014.0,358.16,7007.0,179.08,7009.288,37500000.0,47.779922,NACA 2306
500.0,10000.0,8000.0,8.0,50.0,15606.5,416.6,7803.25,208.3,7806.03,37500000.0,47.779922,NACA 2306
500.0,10000.0,9000.0,8.796,50.0,17027.5,489.37,8513.75,244.685,8517.266,56250000.0,44.59773,NACA 2309
500.0,3000.0,1000.0,0.981,50.0,1268.33,53.64,634.165,26.82,634.7319,11250000.0,3.0455663,NACA 2406
500.0,4000.0,1000.0,0.981,50.0,1691.11,65.33,845.555,32.665,846.1857,15000000.0,4.266422,NACA 2406
500.0,10000.0,5000.0,3.922,50.0,8867.47,210.73,4433.735,105.365,4434.987,37500000.0,35.27737,NACA 2406
500.0,10000.0,6000.0,4.903,50.0,10414.03,247.68,5207.015,123.84,5208.4873,37500000.0,39.68293,NACA 2406
500.0,10000.0,7000.0,6.864,50.0,13507.16,339.35,6753.58,169.675,6755.711,37500000.0,43.834347,NACA 2406
500.0,10000.0,8000.0,7.845,50.0,15053.72,394.07,7526.86,197.035,7529.4385,37500000.0,47.779922,NACA 2406
500.0,10000.0,8000.0,7.33,50.0,14242.16,376.87,7121.08,188.435,7123.5728,56250000.0,41.332943,NACA 2409
500.0,10000.0,9000.0,8.796,50.0,16554.34,465.09,8277.17,232.545,8280.436,56250000.0,44.59773,NACA 2409
500.0,10000.0,10000.0,10.262,50.0,18866.53,566.56,9433.265,283.28,9437.518,56250000.0,47.736095,NACA 2409
500.0,10000.0,7000.0,6.416,50.0,12706.31,333.25,6353.155,166.625,6355.34,75000000.0,34.213882,NACA 2412
500.0,10000.0,9000.0,9.624,50.0,17667.56,519.94,8833.78,259.97,8837.6045,75000000.0,40.239227,NACA 2412
500.0,1000.0,1000.0,-1.0,50.0,157.72,14.27,78.86,7.135,79.18212,3750000.0,0.8406322,NACA 2506
500.0,1000.0,1000.0,0.0,50.0,315.44,22.18,157.72,11.09,158.1094,3750000.0,0.8406322,NACA 2506
500.0,2000.0,1000.0,0.0,50.0,630.88,34.01,315.44,17.005,315.89804,7500000.0,1.8938034,NACA 2506
500.0,3000.0,1000.0,0.0,50.0,946.31,45.85,473.155,22.925,473.71005,11250000.0,3.0455663,NACA 2506
500.0,10000.0,6000.0,5.0,50.0,11040.31,267.39,5520.155,133.695,5521.774,37500000.0,39.68293,NACA 2506
500.0,10000.0,7000.0,6.0,50.0,12617.5,313.62,6308.75,156.81,6310.6987,37500000.0,43.834347,NACA 2506
500.0,10000.0,8000.0,7.0,50.0,14194.69,366.01,7097.345,183.005,7099.704,37500000.0,47.779922,NACA 2506
500.0,10000.0,8000.0,8.0,50.0,15771.88,424.56,7885.94,212.28,7888.797,37500000.0,47.779922,NACA 2506
500.0,10000.0,8000.0,8.118,50.0,15802.5,436.48,7901.25,218.24,7904.263,56250000.0,41.332943,NACA 2509
500.0,10000.0,9000.0,9.471,50.0,17915.63,524.76,8957.815,262.38,8961.657,56250000.0,44.59773,NACA 2509
500.0,1000.0,1000.0,0.0,50.0,327.99,25.33,163.995,12.665,164.48332,7500000.0,0.6561359,NACA 2512
500.0,10000.0,10000.0,9.529,50.0,18163.69,548.09,9081.845,274.045,9085.979,75000000.0,43.070885,NACA 2512
500.0,1000.0,1000.0,-1.553,50.0,322.79,25.12,161.395,12.56,161.88298,5625000.0,0.7272051,NACA 4409
500.0,10000.0,9000.0,7.767,50.0,17927.88,539.08,8963.94,269.54,8967.991,56250000.0,44.59773,NACA 4409
500.0,1000.0,1000.0,-2.212,50.0,332.59,26.72,166.295,13.36,166.8308,3750000.0,0.8406322,NACA 4506
