CORPUS,DIAMETER,HUB_THICKNESS,MODEL,MODEL_NAME,PITCH,Performance_File,SHAFT_DIAMETER,WEIGHT
UAV,457.2,14.732,apc_propellers_18x8W,apc_propellers_18x8W,203.2,PER3_18x8W.dat,7.9375,0.14288085
UAV,482.6,12.446,apc_propellers_19x10E,apc_propellers_19x10E,254,PER3_19x10E.dat,6.35,0.08300697
UAV,482.6,20.32,apc_propellers_19x11,apc_propellers_19x11,279.4,PER3_19x11.dat,7.9375,0.132130767
UAV,482.6,12.7,apc_propellers_19x12E,apc_propellers_19x12E,304.8,PER3_19x12E.dat,6.35,0.08300697
UAV,482.6,13.97,apc_propellers_19x12WE,apc_propellers_19x12WE,304.8,PER3_19x12WE.dat,6.35,0.111991371
UAV,482.6,12.446,apc_propellers_19x8E,apc_propellers_19x8E,203.2,PER3_19x8E.dat,6.35,0.08300697
UAV,482.6,14.224,apc_propellers_19x8W,apc_propellers_19x8W,203.2,PER3_19x8W.dat,7.9375,0.163020246
UAV,520.7,12.446,apc_propellers_20_5x12WE,apc_propellers_20_5x12WE,304.8,PER3_205x12WE.dat,6.35,0.130996792
UAV,520.7,14.732,apc_propellers_20_5x14E,apc_propellers_20_5x14E,355.6,PER3_205x14E.dat,6.35,0.123058967
UAV,508,18.542,apc_propellers_20x10,apc_propellers_20x10,254,PER3_20x10.dat,7.9375,0.1859719
UAV,508,12.7,apc_propellers_20x10E,apc_propellers_20x10E,254,PER3_20x10E.dat,6.35,0.095979644
UAV,508,15.494,apc_propellers_20x10W,apc_propellers_20x10W,254,PER3_20x10W.dat,7.9375,0.202119704
UAV,508,12.7,apc_propellers_20x11E,apc_propellers_20x11E,279.4,PER3_20x11E.dat,6.35,0.099018697
UAV,508,19.304,apc_propellers_20x12,apc_propellers_20x12,304.8,PER3_20x12.dat,7.9375,0.191097467
UAV,508,14.732,apc_propellers_20x12WE,apc_propellers_20x12WE,304.8,PER3_20x12WE.dat,6.35,0.130996792
UAV,508,12.954,apc_propellers_20x13E,apc_propellers_20x13E,330.2,PER3_20x13E.dat,6.35,0.098020799
UAV,508,21.082,apc_propellers_20x14,apc_propellers_20x14,355.6,PER3_20x14.dat,7.9375,0.199987831
UAV,508,21.336,apc_propellers_20x15C,apc_propellers_20x15C,381,PER3_20x15C.dat,7.9375,0.151090829
UAV,508,14.224,apc_propellers_20x15E,apc_propellers_20x15E,381,PER3_20x15E.dat,6.35,0.1179334
UAV,508,17.272,apc_propellers_20x8,apc_propellers_20x8,203.2,PER3_20x8.dat,7.9375,0.182025667
UAV,508,12.446,apc_propellers_20x8E,apc_propellers_20x8E,203.2,PER3_20x8E.dat,6.35,0.095979644
UAV,508,14.732,apc_propellers_20x8W,apc_propellers_20x8W,203.2,PER3_20x8W.dat,7.9375,0.193047904
UAV,533.4,15.494,apc_propellers_21x10W,apc_propellers_21x10W,254,PER3_21x10W.dat,7.9375,0.225116717
UAV,533.4,14.478,apc_propellers_21x12WE,apc_propellers_21x12WE,304.8,PER3_21x12WE.dat,6.35,0.147144596
UAV,533.4,14.732,apc_propellers_21x13E,apc_propellers_21x13E,330.2,PER3_21x13E.dat,6.35,0.130134971
UAV,533.4,13.462,apc_propellers_21x13WE,apc_propellers_21x13WE,330.2,PER3_21x13WE.dat,6.35,0.128003098
UAV,558.8,18.542,apc_propellers_22x10,apc_propellers_22x10,254,PER3_22x10.dat,7.9375,0.233871004
UAV,558.8,13.462,apc_propellers_22x10E,apc_propellers_22x10E,254,PER3_22x10E.dat,7.9375,0.133990486
UAV,558.8,13.716,apc_propellers_22x12E,apc_propellers_22x12E,304.8,PER3_22x12E.dat,7.9375,0.135986282
UAV,558.8,13.97,apc_propellers_22x12WE,apc_propellers_22x12WE,304.8,PER3_22x12WE.dat,7.9375,0.157985397
UAV,558.8,18.034,apc_propellers_22x8,apc_propellers_22x8,203.2,PER3_22x8.dat,7.9375,0.240130546
UAV,609.6,14.478,apc_propellers_24x12E,apc_propellers_24x12E,304.8,PER3_24x12E.dat,7.9375,0.164018144
UAV,635,16.002,apc_propellers_25x12_5E,apc_propellers_25x12_5E,317.5,PER3_25x125E.dat,7.9375,0.223120921
UAV,660.4,13.97,apc_propellers_26x13E,apc_propellers_26x13E,330.2,PER3_26x13E.dat,7.9375,0.209014272
UAV,660.4,15.24,apc_propellers_26x15E,apc_propellers_26x15E,381,PER3_26x15E.dat,7.9375,0.214003762
UAV,685.8,15.494,apc_propellers_27x13E,apc_propellers_27x13E,330.2,PER3_27x13E.dat,7.9375,0.232011285
UAV,104.14,7.62,apc_propellers_4_1x4_1E,apc_propellers_4_1x4_1E,104.14,PER3_41x41E.dat,6.35,0.003129771
UAV,106.68,7.62,apc_propellers_4_2x2,apc_propellers_4_2x2,50.8,PER3_42x2.dat,6.35,0.003129771
UAV,106.68,7.62,apc_propellers_4_2x4,apc_propellers_4_2x4,101.6,PER3_42x4.dat,6.35,0.003129771
UAV,114.3,7.62,apc_propellers_4_5x3_5,apc_propellers_4_5x3_5,88.9,PER3_45x35.dat,6.35,0.003991592
UAV,114.3,7.62,apc_propellers_4_5x4,apc_propellers_4_5x4,101.6,PER3_45x4.dat,6.35,0.003991592
UAV,114.3,7.112,apc_propellers_4_5x4_1E,apc_propellers_4_5x4_1E,104.14,PER3_45x41E.dat,6.35,0.003991592
UAV,120.65,8.636,apc_propellers_4_75x4,apc_propellers_4_75x4,101.6,PER3_475x4.dat,4.7625,0.005942029
UAV,120.65,7.62,apc_propellers_4_75x4_5E,apc_propellers_4_75x4_5E,114.3,PER3_475x45E.dat,6.35,0.003991592
UAV,120.65,7.62,apc_propellers_4_75x4_5EC,apc_propellers_4_75x4_5EC,114.3,PER3_475x45EC.dat,6.35,0.003129771
UAV,120.65,7.62,apc_propellers_4_75x4_75E,apc_propellers_4_75x4_75E,120.65,PER3_475x475E.dat,6.35,0.003991592
UAV,120.65,7.62,apc_propellers_4_75x4_75EC,apc_propellers_4_75x4_75EC,120.65,PER3_475x475EC.dat,6.35,0.003129771
UAV,120.65,7.62,apc_propellers_4_75x5_5E,apc_propellers_4_75x5_5E,139.7,PER3_475x55E.dat,6.35,0.003991592
UAV,119.38,6.604,apc_propellers_4_7x4_2E,apc_propellers_4_7x4_2E,106.68,PER3_47x42E.dat,6.35,0.003129771
UAV,129.54,8.636,apc_propellers_5_1x4_5E,apc_propellers_5_1x4_5E,114.3,PER3_51x45E.dat,6.35,0.005125567
UAV,133.35,7.62,apc_propellers_5_25x5_5E,apc_propellers_5_25x5_5E,139.7,PER3_525x55E.dat,6.35,0.003991592
UAV,133.35,7.62,apc_propellers_5_25x6_25E,apc_propellers_5_25x6_25E,158.75,PER3_525x625E.dat,6.35,0.003991592
UAV,139.7,7.874,apc_propellers_5_5x2,apc_propellers_5_5x2,50.8,PER3_55x2.dat,4.7625,0.007076004
UAV,139.7,7.874,apc_propellers_5_5x2_5,apc_propellers_5_5x2_5,63.5,PER3_55x25.dat,4.7625,0.007076004
UAV,139.7,7.62,apc_propellers_5_5x4_5E,apc_propellers_5_5x4_5E,114.3,PER3_55x45E.dat,6.35,0.003991592
UAV,139.7,6.858,apc_propellers_5_5x4_7E,apc_propellers_5_5x4_7E,119.38,PER3_55x47E.dat,6.35,0.003991592
UAV,139.7,7.112,apc_propellers_5_5x6_5E,apc_propellers_5_5x6_5E,165.1,PER3_55x65E.dat,6.35,0.003991592
UAV,144.78,6.35,apc_propellers_5_7x3,apc_propellers_5_7x3,76.2,PER3_57x3.dat,6.35,0.005125567
UAV,127,8.128,apc_propellers_5x3,apc_propellers_5x3,76.2,PER3_5x3.dat,4.7625,0.005942029
UAV,127,5.842,apc_propellers_5x3E,apc_propellers_5x3E,76.2,PER3_5x3E.dat,6.35,0.003129771
UAV,127,7.112,apc_propellers_5x4R_RH,apc_propellers_5x4R_RH,101.6,PER3_5x4R-RH.dat,4.99999,0.007983184
UAV,127,6.35,apc_propellers_5x5E,apc_propellers_5x5E,127,PER3_5x5E.dat,6.35,0.003991592
UAV,127,7.112,apc_propellers_5x7_5E,apc_propellers_5x7_5E,190.5,PER3_5x75E.dat,4.99999,0.00498949
UAV,160.02,10.16,apc_propellers_6_3x4,apc_propellers_6_3x4,101.6,PER3_63x4.dat,4.7625,0.011067596
UAV,165.1,10.16,apc_propellers_6_5x2_9,apc_propellers_6_5x2_9,73.66,PER3_65x29.dat,4.7625,0.011067596
UAV,165.1,10.16,apc_propellers_6_5x3_7,apc_propellers_6_5x3_7,93.98,PER3_65x37.dat,4.7625,0.011067596
UAV,165.1,10.16,apc_propellers_6_5x5_0,apc_propellers_6_5x5_0,127,PER3_65x50.dat,4.7625,0.011067596
UAV,165.1,10.16,apc_propellers_6_5x5_5,apc_propellers_6_5x5_5,139.7,PER3_65x55.dat,4.7625,0.011067596
UAV,165.1,10.16,apc_propellers_6_5x6_0,apc_propellers_6_5x6_0,152.4,PER3_65x60.dat,4.7625,0.011067596
UAV,165.1,10.16,apc_propellers_6_5x6_5,apc_propellers_6_5x6_5,165.1,PER3_65x65.dat,4.7625,0.011067596
UAV,152.4,8.128,apc_propellers_6x2,apc_propellers_6x2,50.8,PER3_6x2.dat,4.7625,0.007937825
UAV,152.4,8.382,apc_propellers_6x3,apc_propellers_6x3,76.2,PER3_6x3.dat,4.7625,0.007937825
UAV,152.4,6.858,apc_propellers_6x3R_RH,apc_propellers_6x3R_RH,76.2,PER3_6x3R-RH.dat,4.99999,0.007983184
UAV,152.4,6.35,apc_propellers_6x4,apc_propellers_6x4,101.6,PER3_6x4.dat,6.35,0.005125567
UAV,152.4,6.35,apc_propellers_6x4E,apc_propellers_6x4E,101.6,PER3_6x4E.dat,6.35,0.005125567
UAV,152.4,8.382,apc_propellers_6x5,apc_propellers_6x5,127,PER3_6x5.dat,6.35,0.006985286
UAV,152.4,6.604,apc_propellers_6x5_5E,apc_propellers_6x5_5E,139.7,PER3_6x55E.dat,6.35,0.005125567
UAV,152.4,6.604,apc_propellers_6x6E,apc_propellers_6x6E,152.4,PER3_6x6E.dat,6.35,0.005125567
UAV,187.96,13.208,apc_propellers_7_4x7_5C,apc_propellers_7_4x7_5C,190.5,PER3_74x75C.dat,8.334375,0.01587565
UAV,187.96,13.208,apc_propellers_7_4x7_6C,apc_propellers_7_4x7_6C,193.04,PER3_74x76C.dat,8.334375,0.01587565
UAV,187.96,13.208,apc_propellers_7_4x7_7C,apc_propellers_7_4x7_7C,195.58,PER3_74x77C.dat,8.334375,0.01587565
UAV,198.12,10.16,apc_propellers_7_8x4,apc_propellers_7_8x4,101.6,PER3_78x4.dat,6.35,0.017871446
UAV,198.12,10.16,apc_propellers_7_8x6,apc_propellers_7_8x6,152.4,PER3_78x6.dat,6.35,0.017871446
UAV,198.12,10.16,apc_propellers_7_8x7,apc_propellers_7_8x7,177.8,PER3_78x7.dat,6.35,0.017871446
UAV,177.8,10.414,apc_propellers_7x10,apc_propellers_7x10,254,PER3_7x10.dat,4.7625,0.013063392
UAV,177.8,9.652,apc_propellers_7x3,apc_propellers_7x3,76.2,PER3_7x3.dat,4.7625,0.011929417
UAV,177.8,10.16,apc_propellers_7x4,apc_propellers_7x4,101.6,PER3_7x4.dat,4.7625,0.011929417
UAV,177.8,8.382,apc_propellers_7x4E,apc_propellers_7x4E,101.6,PER3_7x4E.dat,6.35,0.007983184
UAV,177.8,8.128,apc_propellers_7x4SF,apc_propellers_7x4SF,101.6,PER3_7x4SF.dat,6.35,0.005125567
UAV,177.8,4.064,apc_propellers_7x4_1SF,apc_propellers_7x4_1SF,104.14,PER3_7x41SF.dat,5.499989,0.003492643
UAV,177.8,9.652,apc_propellers_7x5,apc_propellers_7x5,127,PER3_7x5.dat,4.7625,0.011067596
UAV,177.8,8.382,apc_propellers_7x5E,apc_propellers_7x5E,127,PER3_7x5E.dat,6.35,0.007983184
UAV,177.8,8.89,apc_propellers_7x5SF,apc_propellers_7x5SF,127,PER3_7x5SF.dat,6.35,0.005125567
UAV,177.8,10.414,apc_propellers_7x6,apc_propellers_7x6,152.4,PER3_7x6.dat,4.7625,0.013063392
UAV,177.8,8.382,apc_propellers_7x6E,apc_propellers_7x6E,152.4,PER3_7x6E.dat,6.35,0.007983184
UAV,177.8,8.128,apc_propellers_7x6SF,apc_propellers_7x6SF,152.4,PER3_7x6SF.dat,6.35,0.005125567
UAV,177.8,10.414,apc_propellers_7x6W,apc_propellers_7x6W,152.4,PER3_7x6W.dat,4.7625,0.013063392
UAV,177.8,10.414,apc_propellers_7x7,apc_propellers_7x7,177.8,PER3_7x7.dat,4.7625,0.013063392
UAV,177.8,8.636,apc_propellers_7x7E,apc_propellers_7x7E,177.8,PER3_7x7E.dat,6.35,0.007983184
UAV,177.8,10.414,apc_propellers_7x8,apc_propellers_7x8,203.2,PER3_7x8.dat,4.7625,0.013063392
UAV,177.8,10.414,apc_propellers_7x9,apc_propellers_7x9,228.6,PER3_7x9.dat,4.7625,0.013063392
UAV,222.25,12.7,apc_propellers_8_75x5_0,apc_propellers_8_75x5_0,127,PER3_875x50.dat,6.35,0.028077221
UAV,222.25,14.732,apc_propellers_8_75x7_0N,apc_propellers_8_75x7_0N,177.8,PER3_875x70N.dat,6.35,0.028077221
UAV,222.25,14.732,apc_propellers_8_75x7_5N,apc_propellers_8_75x7_5N,190.5,PER3_875x75N.dat,6.35,0.028077221
UAV,222.25,14.732,apc_propellers_8_75x7_5NN,apc_propellers_8_75x7_5NN,190.5,PER3_875x75NN.dat,6.35,0.028939042
UAV,222.25,14.478,apc_propellers_8_75x7_5W,apc_propellers_8_75x7_5W,190.5,PER3_875x75W.dat,6.35,0.02494745
UAV,222.25,14.478,apc_propellers_8_75x7_75NN,apc_propellers_8_75x7_75NN,196.85,PER3_875x775NN.dat,6.35,0.02494745
UAV,222.25,14.732,apc_propellers_8_75x8_0NN,apc_propellers_8_75x8_0NN,203.2,PER3_875x80NN.dat,6.35,0.028939042
UAV,222.25,14.732,apc_propellers_8_75x8_5N,apc_propellers_8_75x8_5N,215.9,PER3_875x85N.dat,6.35,0.028077221
UAV,222.25,14.478,apc_propellers_8_75x8_75NN,apc_propellers_8_75x8_75NN,222.25,PER3_875x875NN.dat,6.35,0.02494745
UAV,222.25,14.224,apc_propellers_8_75x8_75W,apc_propellers_8_75x8_75W,222.25,PER3_875x875W.dat,6.35,0.02494745
UAV,222.25,14.478,apc_propellers_8_75x9_0NN,apc_propellers_8_75x9_0NN,228.6,PER3_875x90NN.dat,6.35,0.026081425
UAV,222.25,14.478,apc_propellers_8_75x9_0W,apc_propellers_8_75x9_0W,228.6,PER3_875x90W.dat,6.35,0.026081425
UAV,222.25,14.478,apc_propellers_8_75x9_25NN,apc_propellers_8_75x9_25NN,234.95,PER3_875x925NN.dat,6.35,0.02494745
UAV,222.25,14.732,apc_propellers_8_75x9_25W,apc_propellers_8_75x9_25W,234.95,PER3_875x925W.dat,6.35,0.02494745
UAV,223.52,14.732,apc_propellers_8_8x8_5,apc_propellers_8_8x8_5,215.9,PER3_88x85.dat,6.35,0.02494745
UAV,223.52,14.732,apc_propellers_8_8x8_75,apc_propellers_8_8x8_75,222.25,PER3_88x875.dat,6.35,0.026943246
UAV,223.52,15.24,apc_propellers_8_8x8_9,apc_propellers_8_8x8_9,226.06,PER3_88x89.dat,6.35,0.026081425
UAV,223.52,14.224,apc_propellers_8_8x9_0,apc_propellers_8_8x9_0,228.6,PER3_88x90.dat,6.35,0.026081425
UAV,223.52,14.478,apc_propellers_8_8x9_25,apc_propellers_8_8x9_25,234.95,PER3_88x925.dat,6.35,0.026943246
UAV,223.52,14.732,apc_propellers_8_8x9_5,apc_propellers_8_8x9_5,241.3,PER3_88x95.dat,6.35,0.026081425
UAV,223.52,15.494,apc_propellers_8_8x9_75,apc_propellers_8_8x9_75,247.65,PER3_88x975.dat,6.35,0.026081425
UAV,203.2,10.668,apc_propellers_8x10,apc_propellers_8x10,254,PER3_8x10.dat,6.35,0.019005421
UAV,203.2,11.43,apc_propellers_8x3_75,apc_propellers_8x3_75,95.25,PER3_8x375.dat,6.35,0.017009625
UAV,203.2,7.62,apc_propellers_8x3_8SF,apc_propellers_8x3_8SF,96.52,PER3_8x38SF.dat,6.35,0.007076004
UAV,203.2,10.16,apc_propellers_8x4,apc_propellers_8x4,101.6,PER3_8x4.dat,6.35,0.01587565
UAV,203.2,8.89,apc_propellers_8x4E,apc_propellers_8x4E,101.6,PER3_8x4E.dat,6.35,0.013018033
UAV,203.2,4.064,apc_propellers_8x4_1SF,apc_propellers_8x4_1SF,104.14,PER3_8x41SF.dat,5.499989,0.004490541
UAV,203.2,4.318,apc_propellers_8x4_2SFR,apc_propellers_8x4_2SFR,106.68,PER3_8x42SFR.dat,5.499989,0.00498949
UAV,203.2,8.382,apc_propellers_8x4_5MR,apc_propellers_8x4_5MR,114.3,PER3_8x45MR.dat,6.35,0.0090718
UAV,203.2,7.62,apc_propellers_8x4_7SF,apc_propellers_8x4_7SF,119.38,PER3_8x47SF.dat,6.35,0.007076004
UAV,203.2,11.43,apc_propellers_8x5,apc_propellers_8x5,127,PER3_8x5.dat,6.35,0.019005421
UAV,203.2,11.43,apc_propellers_8x6,apc_propellers_8x6,152.4,PER3_8x6.dat,6.35,0.019005421
UAV,203.2,9.398,apc_propellers_8x6E,apc_propellers_8x6E,152.4,PER3_8x6E.dat,6.35,0.014015931
UAV,203.2,7.62,apc_propellers_8x6SF,apc_propellers_8x6SF,152.4,PER3_8x6SF.dat,6.35,0.007076004
UAV,203.2,11.176,apc_propellers_8x7,apc_propellers_8x7,177.8,PER3_8x7.dat,6.35,0.019005421
UAV,203.2,11.43,apc_propellers_8x8,apc_propellers_8x8,203.2,PER3_8x8.dat,6.35,0.019005421
UAV,203.2,10.16,apc_propellers_8x8E,apc_propellers_8x8E,203.2,PER3_8x8E.dat,6.35,0.015013829
UAV,203.2,10.668,apc_propellers_8x9,apc_propellers_8x9,228.6,PER3_8x9.dat,6.35,0.019005421
UAV,234.95,10.414,apc_propellers_9_25x6_0,apc_propellers_9_25x6_0,152.4,PER3_925x60.dat,6.35,0.017009625
UAV,236.22,11.43,apc_propellers_9_3x3,apc_propellers_9_3x3,76.2,PER3_93x3.dat,6.35,0.02494745
UAV,241.3,12.954,apc_propellers_9_5x4_5,apc_propellers_9_5x4_5,114.3,PER3_95x45.dat,6.35,0.028077221
UAV,241.3,12.192,apc_propellers_9_5x6,apc_propellers_9_5x6,152.4,PER3_95x6.dat,6.35,0.026943246
UAV,241.3,14.732,apc_propellers_9_5x7N,apc_propellers_9_5x7N,177.8,PER3_95x7N.dat,6.35,0.028939042
UAV,241.3,14.732,apc_propellers_9_5x7_5N,apc_propellers_9_5x7_5N,190.5,PER3_95x75N.dat,6.35,0.028939042
UAV,244.475,14.224,apc_propellers_9_625x3_75N,apc_propellers_9_625x3_75N,95.25,PER3_9625x375N.dat,6.35,0.030889479
UAV,228.6,11.43,apc_propellers_9x10,apc_propellers_9x10,254,PER3_9x10.dat,6.35,0.022135192
UAV,228.6,11.43,apc_propellers_9x3,apc_propellers_9x3,76.2,PER3_9x3.dat,6.35,0.02494745
UAV,228.6,7.62,apc_propellers_9x3N,apc_propellers_9x3N,76.2,PER3_9x3N.dat,6.35,0.015013829
UAV,228.6,4.064,apc_propellers_9x3_7SF,apc_propellers_9x3_7SF,93.98,PER3_9x37SF.dat,5.499989,0.00498949
UAV,228.6,8.382,apc_propellers_9x3_8SF,apc_propellers_9x3_8SF,96.52,PER3_9x38SF.dat,6.35,0.0090718
UAV,228.6,11.43,apc_propellers_9x4,apc_propellers_9x4,101.6,PER3_9x4.dat,6.35,0.022951654
UAV,228.6,8.636,apc_propellers_9x45R_RH,apc_propellers_9x45R_RH,114.3,PER3_9x45R-RH.dat,6.35,0.026036066
UAV,228.6,4.064,apc_propellers_9x4_1SF,apc_propellers_9x4_1SF,104.14,PER3_9x41SF.dat,5.499989,0.00498949
UAV,228.6,4.572,apc_propellers_9x4_4SFR,apc_propellers_9x4_4SFR,111.76,PER3_9x44SFR.dat,5.499989,0.006531696
UAV,228.6,9.652,apc_propellers_9x4_5E,apc_propellers_9x4_5E,114.3,PER3_9x45E.dat,6.35,0.017962164
UAV,228.6,8.636,apc_propellers_9x4_5MR,apc_propellers_9x4_5MR,114.3,PER3_9x45MR.dat,6.35,0.011067596
UAV,228.6,4.064,apc_propellers_9x4_6SF,apc_propellers_9x4_6SF,116.84,PER3_9x46SF.dat,5.499989,0.00498949
UAV,228.6,7.874,apc_propellers_9x4_7SF,apc_propellers_9x4_7SF,119.38,PER3_9x47SF.dat,6.35,0.0090718
UAV,228.6,11.176,apc_propellers_9x5,apc_propellers_9x5,127,PER3_9x5.dat,6.35,0.022135192
UAV,228.6,11.938,apc_propellers_9x6,apc_propellers_9x6,152.4,PER3_9x6.dat,6.35,0.022135192
UAV,228.6,9.906,apc_propellers_9x6E,apc_propellers_9x6E,152.4,PER3_9x6E.dat,6.35,0.018007523
UAV,228.6,10.414,apc_propellers_9x6N,apc_propellers_9x6N,152.4,PER3_9x6N.dat,6.35,0.017871446
UAV,228.6,7.62,apc_propellers_9x6SF,apc_propellers_9x6SF,152.4,PER3_9x6SF.dat,6.35,0.0090718
UAV,228.6,12.446,apc_propellers_9x6_5,apc_propellers_9x6_5,165.1,PER3_9x65.dat,6.35,0.030073017
UAV,228.6,11.43,apc_propellers_9x7,apc_propellers_9x7,177.8,PER3_9x7.dat,6.35,0.022951654
UAV,228.6,12.446,apc_propellers_9x7_5,apc_propellers_9x7_5,190.5,PER3_9x75.dat,6.35,0.030073017
UAV,228.6,12.446,apc_propellers_9x7_5C,apc_propellers_9x7_5C,190.5,PER3_9x75C.dat,6.35,0.020139396
UAV,228.6,9.906,apc_propellers_9x7_5E,apc_propellers_9x7_5E,190.5,PER3_9x75E.dat,6.35,0.018007523
UAV,228.6,8.382,apc_propellers_9x7_5SF,apc_propellers_9x7_5SF,190.5,PER3_9x75SF.dat,6.35,0.009933621
UAV,228.6,11.684,apc_propellers_9x8,apc_propellers_9x8,203.2,PER3_9x8.dat,6.35,0.024085629
UAV,228.6,12.446,apc_propellers_9x8_5,apc_propellers_9x8_5,215.9,PER3_9x85.dat,6.35,0.030073017
UAV,228.6,10.922,apc_propellers_9x9,apc_propellers_9x9,228.6,PER3_9x9.dat,6.35,0.024085629
UAV,228.6,10.16,apc_propellers_9x9E,apc_propellers_9x9E,228.6,PER3_9x9E.dat,6.35,0.018007523
